cusip,issueDate,securityType,securityTerm,maturityDate,interestRate,refCpiOnIssueDate,refCpiOnDatedDate,announcementDate,auctionDate,auctionDateYear,datedDate,accruedInterestPer1000,accruedInterestPer100,adjustedAccruedInterestPer1000,adjustedPrice,allocationPercentage,allocationPercentageDecimals,announcedCusip,auctionFormat,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,averageMedianDiscountMargin,averageMedianYield,backDated,backDatedDate,bidToCoverRatio,callDate,callable,calledDate,cashManagementBillCMB,closingTimeCompetitive,closingTimeNoncompetitive,competitiveAccepted,competitiveBidDecimals,competitiveTendered,competitiveTendersAccepted,corpusCusip,cpiBaseReferencePeriod,currentlyOutstanding,directBidderAccepted,directBidderTendered,estimatedAmountOfPubliclyHeldMaturingSecuritiesByType,fimaIncluded,fimaNoncompetitiveAccepted,fimaNoncompetitiveTendered,firstInterestPeriod,firstInterestPaymentDate,floatingRate,frnIndexDeterminationDate,frnIndexDeterminationRate,highDiscountRate,highInvestmentRate,highPrice,highDiscountMargin,highYield,indexRatioOnIssueDate,indirectBidderAccepted,indirectBidderTendered,interestPaymentFrequency,lowDiscountRate,lowInvestmentRate,lowPrice,lowDiscountMargin,lowYield,maturingDate,maximumCompetitiveAward,maximumNoncompetitiveAward,maximumSingleBid,minimumBidAmount,minimumStripAmount,minimumToIssue,multiplesToBid,multiplesToIssue,nlpExclusionAmount,nlpReportingThreshold,noncompetitiveAccepted,noncompetitiveTendersAccepted,offeringAmount,originalCusip,originalDatedDate,originalIssueDate,originalSecurityTerm,pdfFilenameAnnouncement,pdfFilenameCompetitiveResults,pdfFilenameNoncompetitiveResults,pdfFilenameSpecialAnnouncement,pricePer100,primaryDealerAccepted,primaryDealerTendered,reopening,securityTermDayMonth,securityTermWeekYear,series,somaAccepted,somaHoldings,somaIncluded,somaTendered,spread,standardInterestPaymentPer1000,strippable,term,tiinConversionFactorPer1000,tips,totalAccepted,totalTendered,treasuryRetailAccepted,treasuryRetailTendersAccepted,type,unadjustedAccruedInterestPer1000,unadjustedPrice,updatedTimestamp,xmlFilenameAnnouncement,xmlFilenameCompetitiveResults,xmlFilenameSpecialAnnouncement,tintCusip1,tintCusip2,tintCusip1DueDate,tintCusip2DueDate
912795UQ2,2009-11-12T00:00:00,Bill,26-Week,2010-05-13T00:00:00,,,,2009-11-05T00:00:00,2009-11-09T00:00:00,2009,,,,,,70.430000,2,,Single-Price,0.150000,,,,,,,3.620000,,,,No,11:30 AM,11:00 AM,29587269700,3,110904940000,Yes,,,,2286527000,6338140000,86009000000,Yes,475000000,475000000,,,No,,,0.165000,0.167000,99.916583,,,,13434887700,18366800000,None,0.110000,,,,,2009-11-12T00:00:00,10850000000,5000000,10850000000,100,,100,100,100,0,10850000000,938249300,Yes,31000000000,,,,26-Week,A_20091105_2.pdf,R_20091109_2.pdf,NCR_20091109_2.pdf,,99.916583,13865855000,86200000000,No,182-Day,26-Week,,0,2418000000,No,0,,,,26-Week,,No,31000519000,112318189300,692660300,Yes,Bill,,,2013-12-12T14:22:36,A_20091105_2.xml,R_20091109_2.xml,,,,,
912828LU2,2009-11-02T00:00:00,Note,7-Year,2016-10-31T00:00:00,3.125000,,,2009-10-22T00:00:00,2009-10-29T00:00:00,2009,2009-10-31T00:00:00,0.1726500000,,,,46.790000,2,,Single-Price,,,,,3.020000,Yes,2009-10-31T00:00:00,2.650000,,No,,No,01:00 PM,12:00 PM,30966150000,3,82172200000,Yes,912820UR6,,,1119000000,1894000000,21006000000,Yes,0,0,Normal,2010-04-30T00:00:00,No,,,,,99.899963,,3.1410,,18370200000,22135200000,Semi-Annual,,,,,2.850000,2009-10-31T00:00:00,10850000000,5000000,10850000000,100,100,100,100,100,0,10850000000,33855000,Yes,31000000000,,,,7-Year,A_20091022_3.pdf,R_20091029_1.pdf,NCR_20091029_1.pdf,,99.899963,11476950000,58143000000,No,0-Month,7-Year,Q-2016,764257900,2860000000,No,764257900,,15.6250,Yes,7-Year,,No,31764262900,82970312900,4675000,Yes,Note,,,2013-12-12T14:22:36,A_20091022_3.xml,R_20091029_1.xml,,,,,
912828LS7,2009-11-02T00:00:00,Note,5-Year,2014-10-31T00:00:00,2.375000,,,2009-10-22T00:00:00,2009-10-28T00:00:00,2009,2009-10-31T00:00:00,0.1312200000,,,,2.810000,2,,Single-Price,,,,,2.300000,Yes,2009-10-31T00:00:00,2.630000,,No,,No,01:00 PM,12:00 PM,40878005000,3,107783600000,Yes,912820UP0,,,1218000000,2928000000,21006000000,Yes,0,0,Normal,2010-04-30T00:00:00,No,,,,,99.938982,,2.3880,,22381600000,28789600000,Semi-Annual,,,,,2.140000,2009-10-31T00:00:00,14350000000,5000000,14350000000,100,100,100,100,100,0,14350000000,121996500,Yes,41000000000,,,,5-Year,A_20091022_5.pdf,R_20091028_2.pdf,NCR_20091028_2.pdf,,99.938982,17278405000,76066000000,No,0-Month,5-Year,S-2014,1010792700,2860000000,No,1010792700,,11.8750,Yes,5-Year,,No,42010794200,108916389200,76802500,Yes,Note,,,2013-12-12T14:22:36,A_20091022_5.xml,R_20091028_2.xml,,,,,
912828LT5,2009-11-02T00:00:00,Note,2-Year,2011-10-31T00:00:00,1.000000,,,2009-10-22T00:00:00,2009-10-27T00:00:00,2009,2009-10-31T00:00:00,0.0552500000,,,,3.210000,2,,Single-Price,,,,,0.980000,Yes,2009-10-31T00:00:00,3.630000,,No,,No,01:00 PM,12:00 PM,43463337100,3,159338050000,Yes,912820UQ8,,,11360316100,14854000000,21006000000,Yes,100000000,100000000,Normal,2010-04-30T00:00:00,No,,,,,99.960585,,1.0200,,19319575000,40542050000,Semi-Annual,,,,,0.800000,2009-10-31T00:00:00,15400000000,5000000,15400000000,100,100,100,100,100,0,15400000000,437129800,Yes,44000000000,,,,2-Year,A_20091022_4.pdf,R_20091027_2.pdf,NCR_20091027_2.pdf,,99.960585,12783446000,103942000000,No,0-Month,2-Year,AD-2011,1084753400,2860000000,No,1084753400,,5.0000,Yes,2-Year,,No,45085220300,160959933200,332580800,Yes,Note,,,2013-12-12T14:22:36,A_20091022_4.xml,R_20091027_2.xml,,,,,
912795UP4,2009-10-29T00:00:00,Bill,26-Week,2010-04-29T00:00:00,,,,2009-10-22T00:00:00,2009-10-26T00:00:00,2009,,,,,,6.240000,2,,Single-Price,0.165000,,,,,,,3.470000,,,,No,11:30 AM,11:00 AM,28208240000,3,102367000000,Yes,,,,1469680000,7935000000,122006000000,Yes,889700000,889700000,,,No,,,0.185000,0.188000,99.906472,,,,14513840000,16982000000,None,0.130000,,,,,2009-10-29T00:00:00,10500000000,5000000,10500000000,100,,100,100,100,0,10500000000,902180000,Yes,30000000000,,,,26-Week,A_20091022_6.pdf,R_20091026_2.pdf,NCR_20091026_1.pdf,,99.906472,12224720000,77450000000,No,182-Day,26-Week,,0,3782000000,No,0,,,,26-Week,,No,30000120000,104158880000,735890900,Yes,Bill,,,2013-12-12T14:22:36,A_20091022_6.xml,R_20091026_2.xml,,,,,
912795UH2,2009-10-22T00:00:00,Bill,52-Week,2010-10-21T00:00:00,,,,2009-10-15T00:00:00,2009-10-20T00:00:00,2009,,,,,,99.350000,2,,Single-Price,0.350000,,,,,,,4.110000,,,,No,01:00 PM,12:00 PM,26803484500,3,110679200000,Yes,,,,1266495000,6800200000,165999000000,Yes,7000000,7000000,,,No,,,0.375000,0.381000,99.620833,,,,14106939500,20084000000,None,0.300000,,,,,2009-10-22T00:00:00,9450000000,5000000,9450000000,100,,100,100,100,0,9450000000,189809800,Yes,27000000000,,,,52-Week,A_20091015_1.pdf,R_20091020_2.pdf,NCR_20091020_2.pdf,,99.620833,11430050000,83795000000,No,364-Day,52-Week,,0,5938000000,No,0,,,,52-Week,,No,27000294300,110876009800,127753800,Yes,Bill,,,2013-12-12T14:22:36,A_20091015_1.xml,R_20091020_2.xml,,,,,
912795UN9,2009-10-22T00:00:00,Bill,26-Week,2010-04-22T00:00:00,,,,2009-10-15T00:00:00,2009-10-19T00:00:00,2009,,,,,,95.490000,2,,Single-Price,0.150000,,,,,,,3.570000,,,,No,01:00 PM,12:00 PM,28772302000,3,105964410000,Yes,,,,598292000,7166410000,165999000000,Yes,340000000,340000000,,,No,,,0.170000,0.173000,99.914056,,,,12395000000,13848000000,None,0.115000,,,,,2009-10-22T00:00:00,10500000000,5000000,10500000000,100,,100,100,100,0,10500000000,888057000,Yes,30000000000,,,,26-Week,A_20091015_3.pdf,R_20091019_1.pdf,NCR_20091019_1.pdf,,99.914056,15779010000,84950000000,No,182-Day,26-Week,,0,5938000000,No,0,,,,26-Week,,No,30000359000,107192467000,668862100,Yes,Bill,,,2013-12-12T14:22:36,A_20091015_3.xml,R_20091019_1.xml,,,,,
912795UM1,2009-10-15T00:00:00,Bill,26-Week,2010-04-15T00:00:00,,,,2009-10-08T00:00:00,2009-10-13T00:00:00,2009,,,,,,73.320000,2,,Single-Price,0.140000,,,,,,,3.800000,,,,No,01:00 PM,12:00 PM,28469266800,3,112415750000,Yes,,,,1757648000,6980000000,109002000000,Yes,525000000,525000000,,,No,,,0.150000,0.152000,99.924167,,,,16711662800,21730750000,None,0.105000,,,,,2009-10-15T00:00:00,10500000000,5000000,10500000000,100,,100,100,100,0,10500000000,1006453400,Yes,30000000000,,,,26-Week,A_20091008_1.pdf,R_20091013_2.pdf,NCR_20091013_2.pdf,,99.924167,9999956000,83705000000,No,182-Day,26-Week,,0,2418000000,No,0,,,,26-Week,,No,30000720200,113947203400,779227000,Yes,Bill,,,2013-12-12T14:22:36,A_20091008_1.xml,R_20091013_2.xml,,,,,
912828LR9,2009-10-15T00:00:00,Note,3-Year,2012-10-15T00:00:00,1.375000,,,2009-10-01T00:00:00,2009-10-06T00:00:00,2009,2009-10-15T00:00:00,,,,,61.960000,2,,Single-Price,,,,,1.387000,No,,2.760000,,No,,No,01:00 PM,12:00 PM,38828362000,3,107453600000,Yes,912820UN5,,,4242196000,6442000000,14395000000,Yes,100000000,100000000,Normal,2010-04-15T00:00:00,No,,,,,99.795210,,1.4450,,19048206000,25557600000,Semi-Annual,,,,,1.320000,2009-10-15T00:00:00,13650000000,5000000,13650000000,100,100,100,100,100,0,13650000000,71644800,Yes,39000000000,,,,3-Year,A_20091001_5.pdf,R_20091006_2.pdf,NCR_20091006_2.pdf,,99.795210,15537960000,75454000000,No,0-Month,3-Year,AD-2012,305000200,610000000,No,305000200,,6.8750,Yes,3-Year,,No,39305007000,107930245000,41274800,Yes,Note,,,2013-12-12T14:22:36,A_20091001_5.xml,R_20091006_2.xml,,,,,
912828LP3,2009-09-30T00:00:00,Note,7-Year,2016-09-30T00:00:00,3.000000,,,2009-09-17T00:00:00,2009-09-24T00:00:00,2009,2009-09-30T00:00:00,,,,,30.220000,2,,Single-Price,,,,,2.937000,No,,2.790000,,No,,No,01:00 PM,12:00 PM,28960497000,3,80779700000,Yes,912820UL9,,,1823022000,4018000000,19985000000,Yes,0,0,Normal,2010-03-31T00:00:00,No,,,,,99.968647,,3.0050,,17867255000,23101700000,Semi-Annual,,,,,2.850000,2009-09-30T00:00:00,10150000000,5000000,10150000000,100,100,100,100,100,0,10150000000,39507000,Yes,29000000000,,,,7-Year,A_20090917_2.pdf,R_20090924_1.pdf,NCR_20090924_1.pdf,,99.968647,9270220000,53660000000,No,0-Month,7-Year,P-2016,513674400,1984000000,No,513674400,,15.0000,Yes,7-Year,,No,29513678400,81332881400,5092000,Yes,Note,,,2013-12-12T14:22:36,A_20090917_2.xml,R_20090924_1.xml,,,,,
912828LQ1,2009-09-30T00:00:00,Note,5-Year,2014-09-30T00:00:00,2.375000,,,2009-09-17T00:00:00,2009-09-23T00:00:00,2009,2009-09-30T00:00:00,,,,,39.820000,2,,Single-Price,,,,,2.390000,No,,2.400000,,No,,No,01:00 PM,12:00 PM,39832906800,3,95814600000,Yes,912820UM7,,,4333000000,5198000000,19985000000,Yes,50000000,50000000,Normal,2010-03-31T00:00:00,No,,,,,99.555732,,2.4700,,17849700000,22535600000,Semi-Annual,,,,,2.295000,2009-09-30T00:00:00,14000000000,5000000,14000000000,100,100,100,100,100,0,14000000000,117122600,Yes,40000000000,,,,5-Year,A_20090917_3.pdf,R_20090923_1.pdf,NCR_20090923_1.pdf,,99.555732,17650206800,68081000000,No,0-Month,5-Year,R-2014,708516400,1984000000,No,708516400,,11.8750,Yes,5-Year,,No,40708545800,96690239000,65449600,Yes,Note,,,2013-12-12T14:22:36,A_20090917_3.xml,R_20090923_1.xml,,,,,
912828LW8,2009-09-30T00:00:00,Note,2-Year,2011-09-30T00:00:00,1.000000,,,2009-09-17T00:00:00,2009-09-22T00:00:00,2009,2009-09-30T00:00:00,,,,,27.160000,2,,Single-Price,,,,,0.990000,No,,3.230000,,No,,No,01:00 PM,12:00 PM,42466030000,3,138305650000,Yes,912820UK1,,,5025000000,8880000000,19985000000,Yes,100000000,100000000,Normal,2010-03-31T00:00:00,No,,,,,99.932870,,1.0340,,19179650000,33863650000,Semi-Annual,,,,,0.920000,2009-09-30T00:00:00,15050000000,5000000,15050000000,100,100,100,100,100,0,15050000000,433978000,Yes,43000000000,,,,2-Year,A_20090917_1.pdf,R_20090922_3.pdf,NCR_20090922_3.pdf,,99.932870,18261380000,95562000000,No,0-Month,2-Year,AC-2011,761655200,1984000000,No,761655200,,5.0000,Yes,2-Year,,No,43761663200,139601283200,347116000,Yes,Note,,,2013-12-12T14:22:36,A_20090917_1.xml,R_20090922_3.xml,,,,,
912795U90,2009-09-24T00:00:00,Bill,52-Week,2010-09-23T00:00:00,,,,2009-09-17T00:00:00,2009-09-22T00:00:00,2009,,,,,,71.840000,2,,Single-Price,0.385000,,,,,,,3.130000,,,,No,11:30 AM,11:00 AM,26797289600,3,84232000000,Yes,,,,741000000,3131000000,144998000000,Yes,0,0,,,No,,,0.405000,0.412000,99.590500,,,,13545489600,18879000000,None,0.350000,,,,,2009-09-24T00:00:00,9450000000,5000000,9450000000,100,,100,100,100,0,9450000000,202722000,Yes,27000000000,,,,52-Week,A_20090917_4.pdf,R_20090922_1.pdf,NCR_20090922_1.pdf,,99.590500,12510800000,62222000000,No,364-Day,52-Week,,0,5938000000,No,0,,,,52-Week,,No,27000011600,84434722000,139519000,Yes,Bill,,,2013-12-12T14:22:36,A_20090917_4.xml,R_20090922_1.xml,,,,,
912795T84,2009-09-24T00:00:00,Bill,26-Week,2010-03-25T00:00:00,,,,2009-09-17T00:00:00,2009-09-21T00:00:00,2009,,,,,,53.440000,2,,Single-Price,0.175000,,,,,,,3.760000,,,,No,01:00 PM,12:00 PM,27052332000,3,107231500000,Yes,,,,1388440000,10220000000,144998000000,Yes,1000000000,1000000000,,,No,,,0.190000,0.193000,99.903944,,,,13504372000,17851500000,None,0.140000,,,,,2009-09-24T00:00:00,10150000000,5000000,10150000000,100,,100,100,100,0,10150000000,948178200,Yes,29000000000,,,,26-Week,A_20090917_6.pdf,R_20090921_1.pdf,NCR_20090921_2.pdf,,99.903944,12159520000,79160000000,No,182-Day,26-Week,,0,5938000000,No,0,,,,26-Week,,No,29000510200,109179678200,692357200,Yes,Bill,,,2013-12-12T14:22:36,A_20090917_6.xml,R_20090921_1.xml,,,,,
912795T76,2009-09-17T00:00:00,Bill,26-Week,2010-03-18T00:00:00,,,,2009-09-10T00:00:00,2009-09-14T00:00:00,2009,,,,,,14.630000,2,,Single-Price,0.180000,,,,,,,4.290000,,,,No,01:00 PM,12:00 PM,27515902100,3,122861850000,Yes,,,,1390000000,7246000000,91997000000,Yes,450000000,450000000,,,No,,,0.210000,0.213000,99.893833,,,,16255417100,24265850000,None,0.160000,,,,,2009-09-17T00:00:00,10150000000,5000000,10150000000,100,,100,100,100,0,10150000000,1034662100,Yes,29000000000,,,,26-Week,A_20090910_2.pdf,R_20090914_1.pdf,NCR_20090914_1.pdf,,99.893833,9870485000,91350000000,No,182-Day,26-Week,,0,2418000000,No,0,,,,26-Week,,No,29000564200,124346512100,760247100,Yes,Bill,,,2013-12-12T14:22:36,A_20090910_2.xml,R_20090914_1.xml,,,,,
912828LM0,2009-09-15T00:00:00,Note,3-Year,2012-09-15T00:00:00,1.375000,,,2009-09-03T00:00:00,2009-09-08T00:00:00,2009,2009-09-15T00:00:00,,,,,54.600000,2,,Single-Price,,,,,1.430000,No,,3.020000,,No,,No,01:00 PM,12:00 PM,37819000000,3,114756400000,Yes,912820UJ4,,,1236800000,2366800000,14857000000,Yes,100000000,100000000,Normal,2010-03-15T00:00:00,No,,,,,99.672573,,1.4870,,20508600000,31340600000,Semi-Annual,,,,,1.350000,2009-09-15T00:00:00,13300000000,5000000,13300000000,100,100,100,100,100,0,13300000000,81006300,Yes,38000000000,,,,3-Year,A_20090903_2.pdf,R_20090908_3.pdf,NCR_20090908_3.pdf,,99.672573,16073600000,81049000000,No,0-Month,3-Year,AC-2012,80342900,148000000,No,80342900,,6.8750,Yes,3-Year,,No,38080349200,115017749200,51395300,Yes,Note,,,2013-12-12T14:22:36,A_20090903_2.xml,R_20090908_3.xml,,,,,
912795UY5,2009-09-10T00:00:00,Bill,308-Day,2010-07-15T00:00:00,,,,2009-08-31T00:00:00,2009-09-03T00:00:00,2009,,,,,,75.370000,2,,Single-Price,0.380000,,,,,,,3.820000,,,,Yes,01:00 PM,12:00 PM,28996454000,3,110658000000,Yes,,,,1226850000,2150000000,,Yes,0,0,,,No,,,0.385000,0.391000,99.670611,,,,15656739000,30758000000,None,0.340000,,,,,2009-09-10T00:00:00,10150000000,5000000,10150000000,100,,100,100,100,0,10150000000,3807000,Yes,29000000000,,,,308-Day,A_20090831_1.pdf,R_20090903_1.pdf,NCR_20090903_1.pdf,,99.670611,12112865000,77750000000,No,308-Day,0-Week,,0,6285000000,No,0,,,,,,No,29000261000,110661807000,0,No,CMB,,,2013-12-12T14:22:36,A_20090831_1.xml,R_20090903_1.xml,,,,,
912795T50,2009-09-03T00:00:00,Bill,26-Week,2010-03-04T00:00:00,,,,2009-08-27T00:00:00,2009-08-31T00:00:00,2009,,,,,,93.980000,2,,Single-Price,0.230000,,,,,,,3.840000,,,,No,01:00 PM,12:00 PM,27459818000,3,109686400000,Yes,,,,2071398000,3472000000,90999000000,Yes,475000000,475000000,,,No,,,0.240000,0.244000,99.878667,,,,15789420000,24734400000,None,0.195000,,,,,2009-09-03T00:00:00,10150000000,5000000,10150000000,100,,100,100,100,0,10150000000,1065693700,Yes,29000000000,,,,26-Week,A_20090827_1.pdf,R_20090831_1.pdf,NCR_20090831_1.pdf,,99.878667,9599000000,81480000000,No,182-Day,26-Week,,0,3782000000,No,0,,,,26-Week,,No,29000511700,111227093700,787745900,Yes,Bill,,,2013-12-12T14:22:36,A_20090827_1.xml,R_20090831_1.xml,,,,,
912828LL2,2009-08-31T00:00:00,Note,7-Year,2016-08-31T00:00:00,3.000000,,,2009-08-20T00:00:00,2009-08-27T00:00:00,2009,2009-08-31T00:00:00,,,,,46.290000,2,,Single-Price,,,,,3.014000,No,,2.740000,,No,,No,01:00 PM,12:00 PM,27947089000,3,76669550000,Yes,912820UH8,,,575000000,1305000000,19002000000,Yes,0,0,Normal,2010-02-28T00:00:00,No,,,,,99.424898,,3.0920,,17102089000,24004550000,Semi-Annual,,,,,2.970000,2009-08-31T00:00:00,9800000000,5000000,9800000000,100,100,100,100,100,0,9800000000,52942500,Yes,28000000000,,,,7-Year,A_20090820_2.pdf,R_20090827_1.pdf,NCR_20090827_1.pdf,,99.424898,10270000000,51360000000,No,0-Month,7-Year,N-2016,842651700,3280000000,No,842651700,,15.0000,Yes,7-Year,,No,28842683200,77565144200,10358500,Yes,Note,,,2013-12-12T14:22:36,A_20090820_2.xml,R_20090827_1.xml,,,,,
912828LK4,2009-08-31T00:00:00,Note,5-Year,2014-08-31T00:00:00,2.375000,,,2009-08-20T00:00:00,2009-08-26T00:00:00,2009,2009-08-31T00:00:00,,,,,16.550000,2,,Single-Price,,,,,2.419000,No,,2.510000,,No,,No,01:00 PM,12:00 PM,38864475000,3,97560200000,Yes,912820UG0,,,1142000000,1857000000,19002000000,Yes,0,0,Normal,2010-02-28T00:00:00,No,,,,,99.443852,,2.4940,,21932200000,28626200000,Semi-Annual,,,,,2.310000,2009-08-31T00:00:00,13650000000,5000000,13650000000,100,100,100,100,100,0,13650000000,135527900,Yes,39000000000,,,,5-Year,A_20090820_3.pdf,R_20090826_1.pdf,NCR_20090826_1.pdf,,99.443852,15790275000,67077000000,No,0-Month,5-Year,Q-2014,1173693500,3280000000,No,1173693500,,11.8750,Yes,5-Year,,No,40173696400,98869421400,79177900,Yes,Note,,,2013-12-12T14:22:36,A_20090820_3.xml,R_20090826_1.xml,,,,,
912828LV0,2009-08-31T00:00:00,Note,2-Year,2011-08-31T00:00:00,1.000000,,,2009-08-20T00:00:00,2009-08-25T00:00:00,2009,2009-08-31T00:00:00,,,,,92.320000,2,,Single-Price,,,,,1.060000,No,,2.680000,,No,,No,01:00 PM,12:00 PM,41419804000,3,112074310000,Yes,912820UF2,,,1440000000,2492000000,19002000000,Yes,50000000,50000000,Normal,2010-02-28T00:00:00,No,,,,,99.765292,,1.1190,,20451844000,28026310000,Semi-Annual,,,,,0.950000,2009-08-31T00:00:00,14700000000,5000000,14700000000,100,100,100,100,100,0,14700000000,530202500,Yes,42000000000,,,,2-Year,A_20090820_1.pdf,R_20090825_3.pdf,NCR_20090825_3.pdf,,99.765292,19527960000,81556000000,No,0-Month,2-Year,AB-2011,1263977800,3280000000,No,1263977800,,5.0000,Yes,2-Year,,No,43263984300,113918490300,420476500,Yes,Note,,,2013-12-12T14:22:36,A_20090820_1.xml,R_20090825_3.xml,,,,,
912795U82,2009-08-27T00:00:00,Bill,52-Week,2010-08-26T00:00:00,,,,2009-08-20T00:00:00,2009-08-25T00:00:00,2009,,,,,,18.200000,2,,Single-Price,0.440000,,,,,,,3.440000,,,,No,11:30 AM,11:00 AM,26751988000,3,92701250000,Yes,,,,507750000,1760000000,111007000000,Yes,0,0,,,No,,,0.460000,0.468000,99.534889,,,,12500138000,19825250000,None,0.390000,,,,,2009-08-27T00:00:00,9450000000,5000000,9450000000,100,,100,100,100,0,9450000000,248341800,Yes,27000000000,,,,52-Week,A_20090820_4.pdf,R_20090825_2.pdf,NCR_20090825_2.pdf,,99.534889,13744100000,71116000000,No,364-Day,52-Week,,0,5938000000,No,0,,,,52-Week,,No,27000329800,92949591800,142075800,Yes,Bill,,,2013-12-12T14:22:36,A_20090820_4.xml,R_20090825_2.xml,,,,,
912795T43,2009-08-27T00:00:00,Bill,26-Week,2010-02-25T00:00:00,,,,2009-08-20T00:00:00,2009-08-24T00:00:00,2009,,,,,,98.800000,2,,Single-Price,0.240000,,,,,,,3.490000,,,,No,01:00 PM,12:00 PM,28095992000,3,102771472000,Yes,,,,999220000,4435000000,111007000000,Yes,996600000,996600000,,,No,,,0.255000,0.259000,99.871083,,,,8529772000,13241472000,None,0.200000,,,,,2009-08-27T00:00:00,10500000000,5000000,10500000000,100,,100,100,100,0,10500000000,907512600,Yes,30000000000,,,,26-Week,A_20090820_6.pdf,R_20090824_1.pdf,NCR_20090824_2.pdf,,99.871083,18567000000,85095000000,No,182-Day,26-Week,,0,5938000000,No,0,,,,26-Week,,No,30000104600,104675584600,648441700,Yes,Bill,,,2013-12-12T14:22:36,A_20090820_6.xml,R_20090824_1.xml,,,,,
912795T35,2009-08-20T00:00:00,Bill,26-Week,2010-02-18T00:00:00,,,,2009-08-13T00:00:00,2009-08-17T00:00:00,2009,,,,,,41.360000,2,,Single-Price,0.250000,,,,,,,3.700000,,,,No,01:00 PM,12:00 PM,28510848000,3,109572000000,Yes,,,,1442680000,2672000000,122003000000,Yes,425000000,425000000,,,No,,,0.270000,0.274000,99.863500,,,,14703288000,19800000000,None,0.215000,,,,,2009-08-20T00:00:00,10500000000,5000000,10500000000,100,,100,100,100,0,10500000000,1064570000,Yes,30000000000,,,,26-Week,A_20090813_1.pdf,R_20090817_1.pdf,NCR_20090817_2.pdf,,99.863500,12364880000,87100000000,No,182-Day,26-Week,,0,2418000000,No,0,,,,26-Week,,No,30000418000,111061570000,809486500,Yes,Bill,,,2013-12-12T14:22:36,A_20090813_1.xml,R_20090817_1.xml,,,,,
912795UU3,2009-08-18T00:00:00,Bill,303-Day,2010-06-17T00:00:00,,,,2009-08-10T00:00:00,2009-08-13T00:00:00,2009,,,,,,0.460000,2,,Single-Price,0.420000,,,,,,,3.280000,,,,Yes,11:30 AM,11:00 AM,35995920000,3,118245000000,Yes,,,,1605368000,3135000000,,Yes,0,0,,,No,,,0.445000,0.452000,99.625458,,,,11581522000,20865000000,None,0.390000,,,,,2009-08-18T00:00:00,12600000000,5000000,12600000000,100,,100,100,100,0,12600000000,4588000,Yes,36000000000,,,,303-Day,A_20090810_2.pdf,R_20090813_1.pdf,NCR_20090813_1.pdf,,99.625458,22809030000,94245000000,No,303-Day,0-Week,,0,0,No,0,,,,,,No,36000508000,118249588000,0,No,CMB,,,2013-12-12T14:22:36,A_20090810_2.xml,R_20090813_1.xml,,,,,
912810QC5,2009-08-17T00:00:00,Bond,30-Year,2039-08-15T00:00:00,4.500000,,,2009-08-05T00:00:00,2009-08-13T00:00:00,2009,2009-08-15T00:00:00,0.2445700000,,,,16.770000,2,,Single-Price,,,,,4.480000,Yes,2009-08-15T00:00:00,2.540000,,No,,No,01:00 PM,12:00 PM,14978455000,3,38010500000,Yes,912803DH3,,,1323000000,1497000000,60919000000,Yes,0,0,Normal,2010-02-15T00:00:00,No,,,,,99.331386,,4.5410,,7197685000,12344500000,Semi-Annual,,,,,4.392000,2009-08-15T00:00:00,5250000000,5000000,5250000000,100,100,100,100,100,0,5250000000,21546500,Yes,15000000000,,,,30-Year,A_20090805_1.pdf,R_20090813_2.pdf,NCR_20090813_2.pdf,,99.331386,6457770000,24169000000,No,0-Month,30-Year,Bonds of August 2039,2316737800,11584000000,No,2316737800,,22.5000,Yes,30-Year,,No,17316739300,40348784300,6385500,Yes,Bond,,,2013-12-12T14:22:36,A_20090805_1.xml,R_20090813_2.xml,,,,,
912828LJ7,2009-08-17T00:00:00,Note,10-Year,2019-08-15T00:00:00,3.625000,,,2009-08-05T00:00:00,2009-08-12T00:00:00,2009,2009-08-15T00:00:00,0.1970100000,,,,20.930000,2,,Single-Price,,,,,3.636000,Yes,2009-08-15T00:00:00,2.490000,,No,,No,01:00 PM,12:00 PM,22761570000,3,57024710000,Yes,912820UD7,,,478000000,988000000,60919000000,Yes,100000000,100000000,Normal,2010-02-15T00:00:00,No,,,,,99.097347,,3.7340,,10410570000,14473710000,Semi-Annual,,,,,3.550000,2009-08-15T00:00:00,8050000000,5000000,8050000000,100,100,100,100,100,0,8050000000,138447700,Yes,23000000000,,,,10-Year,A_20090805_3.pdf,R_20090812_1.pdf,NCR_20090812_1.pdf,,99.097347,11873000000,41563000000,No,0-Month,10-Year,E-2019,3552331200,11584000000,No,3552331200,,18.1250,Yes,10-Year,,No,26552348900,60815488900,82260700,Yes,Note,,,2013-12-12T14:22:36,A_20090805_3.xml,R_20090812_1.xml,,,,,
